 ===================== NEURON LEVEL 0 ===================== 
 ----------------------- layer0_n0 ----------------------- 
75                        -> 75                       :     01001011 = 75    
0.009432129               -> 0.009432129              :     00000000 = 0     

 ===================== NEURON LEVEL 4 ===================== 
 ----------------------- layer0_n34 ----------------------- 
-5                        -> -5                       :     11111011 = -5    
-6                        -> -6                       :     11111010 = -6    
-9                        -> -9                       :     11110111 = -9    
-5                        -> -5                       :     11111011 = -5    
-2                        -> -2                       :     11111110 = -2    
3                         -> 3                        :     00000011 = 3     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
-14                       -> -14                      :     11110010 = -14   
-10                       -> -10                      :     11110110 = -10   
-4                        -> -4                       :     11111100 = -4    
-4                        -> -4                       :     11111100 = -4    
0                         -> 0                        :     00000000 = 0     
2                         -> 2                        :     00000010 = 2     
4                         -> 4                        :     00000100 = 4     
9                         -> 9                        :     00001001 = 9     
-13                       -> -13                      :     11110011 = -13   
-10                       -> -10                      :     11110110 = -10   
-11                       -> -11                      :     11110101 = -11   
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-13                       -> -13                      :     11110011 = -13   
-6                        -> -6                       :     11111010 = -6    
15                        -> 15                       :     00001111 = 15    
-3                        -> -3                       :     11111101 = -3    
-7                        -> -7                       :     11111001 = -7    
4                         -> 4                        :     00000100 = 4     
6                         -> 6                        :     00000110 = 6     
4                         -> 4                        :     00000100 = 4     
-9                        -> -9                       :     11110111 = -9    
3                         -> 3                        :     00000011 = 3     
194                       -> 194                      :     01111111 = 127   
19                        -> 19                       :     00010011 = 19    
0                         -> 0                        :     00000000 = 0     
10                        -> 10                       :     00001010 = 10    
15                        -> 15                       :     00001111 = 15    
1                         -> 1                        :     00000001 = 1     
-13                       -> -13                      :     11110011 = -13   
-3                        -> -3                       :     11111101 = -3    
8                         -> 8                        :     00001000 = 8     
-10                       -> -10                      :     11110110 = -10   
3                         -> 3                        :     00000011 = 3     
7                         -> 7                        :     00000111 = 7     
5                         -> 5                        :     00000101 = 5     
10                        -> 10                       :     00001010 = 10    
-4                        -> -4                       :     11111100 = -4    
-6                        -> -6                       :     11111010 = -6    
-7                        -> -7                       :     11111001 = -7    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
5                         -> 5                        :     00000101 = 5     
7                         -> 7                        :     00000111 = 7     
7                         -> 7                        :     00000111 = 7     
-7                        -> -7                       :     11111001 = -7    
-6                        -> -6                       :     11111010 = -6    
-5                        -> -5                       :     11111011 = -5    
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
2                         -> 2                        :     00000010 = 2     
8                         -> 8                        :     00001000 = 8     
1                         -> 1                        :     00000001 = 1     
0.032637607               -> 0.032637607              :     00000000 = 0     

 ===================== NEURON LEVEL 5 ===================== 
 ----------------------- layer0_n35 ----------------------- 
27                        -> 27                       :     00011011 = 27    
-5                        -> -5                       :     11111011 = -5    
6                         -> 6                        :     00000110 = 6     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
4                         -> 4                        :     00000100 = 4     
0                         -> 0                        :     00000000 = 0     
7                         -> 7                        :     00000111 = 7     
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
4                         -> 4                        :     00000100 = 4     
-2                        -> -2                       :     11111110 = -2    
8                         -> 8                        :     00001000 = 8     
6                         -> 6                        :     00000110 = 6     
10                        -> 10                       :     00001010 = 10    
4                         -> 4                        :     00000100 = 4     
-4                        -> -4                       :     11111100 = -4    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
6                         -> 6                        :     00000110 = 6     
13                        -> 13                       :     00001101 = 13    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
-11                       -> -11                      :     11110101 = -11   
5                         -> 5                        :     00000101 = 5     
18                        -> 18                       :     00010010 = 18    
1                         -> 1                        :     00000001 = 1     
-3                        -> -3                       :     11111101 = -3    
-6                        -> -6                       :     11111010 = -6    
12                        -> 12                       :     00001100 = 12    
3                         -> 3                        :     00000011 = 3     
39                        -> 39                       :     00100111 = 39    
163                       -> 163                      :     01111111 = 127   
31                        -> 31                       :     00011111 = 31    
-1                        -> -1                       :     11111111 = -1    
-12                       -> -12                      :     11110100 = -12   
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-10                       -> -10                      :     11110110 = -10   
3                         -> 3                        :     00000011 = 3     
5                         -> 5                        :     00000101 = 5     
-10                       -> -10                      :     11110110 = -10   
0                         -> 0                        :     00000000 = 0     
-3                        -> -3                       :     11111101 = -3    
5                         -> 5                        :     00000101 = 5     
-8                        -> -8                       :     11111000 = -8    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
-7                        -> -7                       :     11111001 = -7    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
13                        -> 13                       :     00001101 = 13    
2                         -> 2                        :     00000010 = 2     
-4                        -> -4                       :     11111100 = -4    
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-9                        -> -9                       :     11110111 = -9    
0.029558316               -> 0.029558316              :     00000000 = 0     

 ===================== NEURON LEVEL 6 ===================== 
 ----------------------- layer0_n36 ----------------------- 
25                        -> 25                       :     00011001 = 25    
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
0                         -> 0                        :     00000000 = 0     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
2                         -> 2                        :     00000010 = 2     
-4                        -> -4                       :     11111100 = -4    
-7                        -> -7                       :     11111001 = -7    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
10                        -> 10                       :     00001010 = 10    
226                       -> 226                      :     01111111 = 127   
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
2                         -> 2                        :     00000010 = 2     
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
5                         -> 5                        :     00000101 = 5     
5                         -> 5                        :     00000101 = 5     
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
0.053587187               -> 0.053587187              :     00000000 = 0     

 ===================== NEURON LEVEL 7 ===================== 
 ----------------------- layer0_n37 ----------------------- 
-12                       -> -12                      :     11110100 = -12   
10                        -> 10                       :     00001010 = 10    
8                         -> 8                        :     00001000 = 8     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
2                         -> 2                        :     00000010 = 2     
5                         -> 5                        :     00000101 = 5     
21                        -> 21                       :     00010101 = 21    
17                        -> 17                       :     00010001 = 17    
10                        -> 10                       :     00001010 = 10    
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
-5                        -> -5                       :     11111011 = -5    
-8                        -> -8                       :     11111000 = -8    
18                        -> 18                       :     00010010 = 18    
9                         -> 9                        :     00001001 = 9     
11                        -> 11                       :     00001011 = 11    
5                         -> 5                        :     00000101 = 5     
0                         -> 0                        :     00000000 = 0     
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-8                        -> -8                       :     11111000 = -8    
2                         -> 2                        :     00000010 = 2     
10                        -> 10                       :     00001010 = 10    
4                         -> 4                        :     00000100 = 4     
10                        -> 10                       :     00001010 = 10    
-13                       -> -13                      :     11110011 = -13   
11                        -> 11                       :     00001011 = 11    
-5                        -> -5                       :     11111011 = -5    
-29                       -> -29                      :     11100011 = -29   
7                         -> 7                        :     00000111 = 7     
10                        -> 10                       :     00001010 = 10    
15                        -> 15                       :     00001111 = 15    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
175                       -> 175                      :     01111111 = 127   
-9                        -> -9                       :     11110111 = -9    
-7                        -> -7                       :     11111001 = -7    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-4                        -> -4                       :     11111100 = -4    
3                         -> 3                        :     00000011 = 3     
26                        -> 26                       :     00011010 = 26    
-3                        -> -3                       :     11111101 = -3    
-14                       -> -14                      :     11110010 = -14   
20                        -> 20                       :     00010100 = 20    
0                         -> 0                        :     00000000 = 0     
-5                        -> -5                       :     11111011 = -5    
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
-8                        -> -8                       :     11111000 = -8    
1                         -> 1                        :     00000001 = 1     
-14                       -> -14                      :     11110010 = -14   
7                         -> 7                        :     00000111 = 7     
3                         -> 3                        :     00000011 = 3     
0                         -> 0                        :     00000000 = 0     
-2                        -> -2                       :     11111110 = -2    
-5                        -> -5                       :     11111011 = -5    
-5                        -> -5                       :     11111011 = -5    
-8                        -> -8                       :     11111000 = -8    
0                         -> 0                        :     00000000 = 0     
0.07450349                -> 0.07450349               :     00000000 = 0     

 ===================== NEURON LEVEL 8 ===================== 
 ----------------------- layer0_n38 ----------------------- 
-34                       -> -34                      :     11011110 = -34   
9                         -> 9                        :     00001001 = 9     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-5                        -> -5                       :     11111011 = -5    
10                        -> 10                       :     00001010 = 10    
7                         -> 7                        :     00000111 = 7     
4                         -> 4                        :     00000100 = 4     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-3                        -> -3                       :     11111101 = -3    
-9                        -> -9                       :     11110111 = -9    
11                        -> 11                       :     00001011 = 11    
8                         -> 8                        :     00001000 = 8     
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
-8                        -> -8                       :     11111000 = -8    
-4                        -> -4                       :     11111100 = -4    
6                         -> 6                        :     00000110 = 6     
3                         -> 3                        :     00000011 = 3     
6                         -> 6                        :     00000110 = 6     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
11                        -> 11                       :     00001011 = 11    
-6                        -> -6                       :     11111010 = -6    
13                        -> 13                       :     00001101 = 13    
11                        -> 11                       :     00001011 = 11    
8                         -> 8                        :     00001000 = 8     
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
208                       -> 208                      :     01111111 = 127   
-9                        -> -9                       :     11110111 = -9    
4                         -> 4                        :     00000100 = 4     
7                         -> 7                        :     00000111 = 7     
4                         -> 4                        :     00000100 = 4     
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
-3                        -> -3                       :     11111101 = -3    
14                        -> 14                       :     00001110 = 14    
-8                        -> -8                       :     11111000 = -8    
7                         -> 7                        :     00000111 = 7     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
4                         -> 4                        :     00000100 = 4     
1                         -> 1                        :     00000001 = 1     
-4                        -> -4                       :     11111100 = -4    
-5                        -> -5                       :     11111011 = -5    
-7                        -> -7                       :     11111001 = -7    
6                         -> 6                        :     00000110 = 6     
5                         -> 5                        :     00000101 = 5     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-5                        -> -5                       :     11111011 = -5    
-2                        -> -2                       :     11111110 = -2    
0.008025652               -> 0.008025652              :     00000000 = 0     

 ===================== NEURON LEVEL 9 ===================== 
 ----------------------- layer0_n39 ----------------------- 
-7                        -> -7                       :     11111001 = -7    
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
-5                        -> -5                       :     11111011 = -5    
2                         -> 2                        :     00000010 = 2     
4                         -> 4                        :     00000100 = 4     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-3                        -> -3                       :     11111101 = -3    
-11                       -> -11                      :     11110101 = -11   
0                         -> 0                        :     00000000 = 0     
6                         -> 6                        :     00000110 = 6     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
46                        -> 46                       :     00101110 = 46    
8                         -> 8                        :     00001000 = 8     
6                         -> 6                        :     00000110 = 6     
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
174                       -> 174                      :     01111111 = 127   
-1                        -> -1                       :     11111111 = -1    
5                         -> 5                        :     00000101 = 5     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
28                        -> 28                       :     00011100 = 28    
3                         -> 3                        :     00000011 = 3     
2                         -> 2                        :     00000010 = 2     
2                         -> 2                        :     00000010 = 2     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-12                       -> -12                      :     11110100 = -12   
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-4                        -> -4                       :     11111100 = -4    
-2                        -> -2                       :     11111110 = -2    
0.006664879               -> 0.006664879              :     00000000 = 0     

 ===================== NEURON LEVEL 0 ===================== 
 ----------------------- layer0_n40 ----------------------- 
-6                        -> -6                       :     11111010 = -6    
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
0                         -> 0                        :     00000000 = 0     
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-14                       -> -14                      :     11110010 = -14   
-2                        -> -2                       :     11111110 = -2    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
4                         -> 4                        :     00000100 = 4     
35                        -> 35                       :     00100011 = 35    
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
196                       -> 196                      :     01111111 = 127   
-4                        -> -4                       :     11111100 = -4    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
21                        -> 21                       :     00010101 = 21    
2                         -> 2                        :     00000010 = 2     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
1                         -> 1                        :     00000001 = 1     
-10                       -> -10                      :     11110110 = -10   
-5                        -> -5                       :     11111011 = -5    
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-0.00074658054            -> -0.00074658054           :     00000000 = 0     

 ===================== NEURON LEVEL 1 ===================== 
 ----------------------- layer0_n41 ----------------------- 
12                        -> 12                       :     00001100 = 12    
-12                       -> -12                      :     11110100 = -12   
-2                        -> -2                       :     11111110 = -2    
0                         -> 0                        :     00000000 = 0     
2                         -> 2                        :     00000010 = 2     
6                         -> 6                        :     00000110 = 6     
10                        -> 10                       :     00001010 = 10    
8                         -> 8                        :     00001000 = 8     
-8                        -> -8                       :     11111000 = -8    
-9                        -> -9                       :     11110111 = -9    
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
4                         -> 4                        :     00000100 = 4     
5                         -> 5                        :     00000101 = 5     
6                         -> 6                        :     00000110 = 6     
8                         -> 8                        :     00001000 = 8     
-9                        -> -9                       :     11110111 = -9    
-5                        -> -5                       :     11111011 = -5    
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
4                         -> 4                        :     00000100 = 4     
9                         -> 9                        :     00001001 = 9     
8                         -> 8                        :     00001000 = 8     
-10                       -> -10                      :     11110110 = -10   
-15                       -> -15                      :     11110001 = -15   
-5                        -> -5                       :     11111011 = -5    
-1                        -> -1                       :     11111111 = -1    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
7                         -> 7                        :     00000111 = 7     
11                        -> 11                       :     00001011 = 11    
-3                        -> -3                       :     11111101 = -3    
26                        -> 26                       :     00011010 = 26    
-2                        -> -2                       :     11111110 = -2    
-5                        -> -5                       :     11111011 = -5    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
7                         -> 7                        :     00000111 = 7     
16                        -> 16                       :     00010000 = 16    
-20                       -> -20                      :     11101100 = -20   
170                       -> 170                      :     01111111 = 127   
3                         -> 3                        :     00000011 = 3     
-1                        -> -1                       :     11111111 = -1    
4                         -> 4                        :     00000100 = 4     
7                         -> 7                        :     00000111 = 7     
9                         -> 9                        :     00001001 = 9     
9                         -> 9                        :     00001001 = 9     
-8                        -> -8                       :     11111000 = -8    
24                        -> 24                       :     00011000 = 24    
-1                        -> -1                       :     11111111 = -1    
-5                        -> -5                       :     11111011 = -5    
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
6                         -> 6                        :     00000110 = 6     
10                        -> 10                       :     00001010 = 10    
-4                        -> -4                       :     11111100 = -4    
-12                       -> -12                      :     11110100 = -12   
-8                        -> -8                       :     11111000 = -8    
-4                        -> -4                       :     11111100 = -4    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
9                         -> 9                        :     00001001 = 9     
0.008265421               -> 0.008265421              :     00000000 = 0     

 ===================== NEURON LEVEL 2 ===================== 
 ----------------------- layer0_n42 ----------------------- 
29                        -> 29                       :     00011101 = 29    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
1                         -> 1                        :     00000001 = 1     
3                         -> 3                        :     00000011 = 3     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
0                         -> 0                        :     00000000 = 0     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
1                         -> 1                        :     00000001 = 1     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
-3                        -> -3                       :     11111101 = -3    
-2                        -> -2                       :     11111110 = -2    
-2                        -> -2                       :     11111110 = -2    
1                         -> 1                        :     00000001 = 1     
0                         -> 0                        :     00000000 = 0     
2                         -> 2                        :     00000010 = 2     
3                         -> 3                        :     00000011 = 3     
-3                        -> -3                       :     11111101 = -3    
-1                        -> -1                       :     11111111 = -1    
-3                        -> -3                       :     11111101 = -3    
2                         -> 2                        :     00000010 = 2     
1                         -> 1                        :     00000001 = 1     
-1                        -> -1                       :     11111111 = -1    
-1                        -> -1                       :     11111111 = -1    
3                         -> 3                        :     00000011 = 3     
3                         -> 3                        :     00000011 = 3     
-3                        -> -3                       :     11111101 = -3    
1                         -> 1                        :     00000001 = 1     
